"COU","Country","SOURCE","Source","SERIES","Series","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,1327,,
"FIN","Finland","SVY","Survey data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,1315,,
"FIN","Finland","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,1269,,
"FIN","Finland","SVY","Survey data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,1247,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,57,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,55,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,55,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,53,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,52,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,54,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,52,,
"NOR","Norway","SVY","Survey data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,51.3,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,6539,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,6730,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,6970,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,7131,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,7210,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,7174,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,7127,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,7101,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,7204,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,7344,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,7457,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,7427,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,7108,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,7031,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,7057,,
"NLD","Netherlands","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,6947,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,38.4,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,37.9,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,36.9,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,36.2,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,36,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,34.6,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,34.8,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,33.8,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,31.6,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,30.4,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,29.6,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,29.3,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,28.9,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,28.3,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,28,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,27.8,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,27.7,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,27.4,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,26.9,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,26.7,,
"AUT","Austria","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,26.3,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,1617,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,1814,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,1756,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,1739,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,1933,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,2075,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,2025,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,1967,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,1940,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,2075,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,2295,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,2380,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,2411,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,2365,,
"KOR","Korea","SVY","Survey data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,2479,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,3475,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,3499,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,3563,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,3634,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,3679,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,3689,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3722,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,3747,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,3824,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,3907,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,4030,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,4087,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,3998,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,4112,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,4193,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,4242,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,4331,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,4426,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,4494,,
"CHE","Switzerland","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,4539,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,490,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,463,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,468,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,466,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,482,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,520,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,533,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,539,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,569,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,607,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,686,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,713,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,734,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,765,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,822,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,824,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,859,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,919,,
"CHL","Chile","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,1009,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,76.3,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,74.6,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,74.5,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,73.9,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,73.6,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,72.4,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,71.7,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,71.5,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,69.7,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,69,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,67.6,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,67.7,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,67.2,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,67.8,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,68,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,67.8,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,67.4,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,67.1,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,65.5,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,66.1,,
"DNK","Denmark","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,66.5,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,17.1,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,14,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,13.3,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,12.8,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,11.3,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,10.1,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,9.4,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,8.5,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,7.6,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,7,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,7.7,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,8.1,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,7,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,6.1,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,5.7,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,5.5,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,4.7,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,4.4,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,4.3,,
"EST","Estonia","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,4.3,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1837,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,1984,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,1660,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1917,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,1843,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,1769,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,1380,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,1032,"B","Break"
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,1189,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,1429,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,1500,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,1624,,
"TUR","Turkey","ADM","Administrative data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,1802,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,36.2,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,34.2,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,32.3,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,30.5,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,27.4,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,26.2,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,23.7,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,22.8,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,20.6,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,18.8,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,17.2,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,16,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,15.2,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,14.1,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,13.6,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,13.3,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,12.8,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,11.7,,
"SVK","Slovak Republic","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,10.7,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,43.5,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,42.1,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,44.2,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,43.3,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,47.1,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,45.3,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,37.1,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,37.5,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,32.2,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,30.6,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,27.3,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,37.1,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,29.6,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,33.1,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,23.9,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,23.2,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,26.4,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,20.9,,
"SVN","Slovenia","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,20.4,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,2058,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,2079,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,2085,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,2096,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,2108,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,2087,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,2096,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,2110,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,2152,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,2239,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,2318,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,2297,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,2308,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,2357,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,2406,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,2419,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,2436,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,2455,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,2454,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,2471,,
"NOR","Norway","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,2512,,
"USA","United States","SVY","Survey data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,16211,,
"USA","United States","SVY","Survey data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,16477,,
"USA","United States","SVY","Survey data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,16334,,
"USA","United States","SVY","Survey data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,16305,,
"USA","United States","SVY","Survey data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,16145,,
"USA","United States","SVY","Survey data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,15776,,
"USA","United States","SVY","Survey data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,15472,,
"USA","United States","SVY","Survey data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,15685,,
"USA","United States","SVY","Survey data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,15359,,
"USA","United States","SVY","Survey data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,15670,,
"USA","United States","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,16098,,
"USA","United States","SVY","Survey data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,15327,,
"USA","United States","SVY","Survey data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,14715,,
"USA","United States","SVY","Survey data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,14764,,
"USA","United States","SVY","Survey data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,14366,,
"USA","United States","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,14528,,
"USA","United States","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,14576,,
"USA","United States","SVY","Survey data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,14795,,
"USA","United States","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,14555,,
"USA","United States","SVY","Survey data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,14817,,
"USA","United States","SVY","Survey data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,14744,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,534,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,542,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,544,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,550,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,544,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,567,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,599,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,597,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,604,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,544,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,520,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,551,,
"EST","Estonia","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,560,,
