DATAFLOW,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2009,18.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2010,18.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2011,17.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2012,17.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2013,17,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2014,15.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2015,14.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2016,13.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2017,13.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2018,13,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ESP: Spain,TUD: Trade union density,PT_SAL: Percentage of employees,2019,12.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2000,11.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2001,11.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2002,11.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2003,10.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2004,10.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2005,9.8999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2006,10,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2007,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2008,10.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2009,9.8999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2010,9.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2011,9.8000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2012,9.8999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2013,10.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2014,10.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2015,10,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2016,10,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2017,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),KOR: Korea,TUD: Trade union density,PT_SAL: Percentage of employees,2018,11.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2000,20.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2001,20.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2002,20.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2003,20.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2004,19.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2005,19.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2006,19.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2007,18.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2008,17.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2009,17.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2010,17.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2011,17,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2012,16.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2013,16.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2014,16.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2015,15.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2016,15.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2017,14.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHE: Switzerland,TUD: Trade union density,PT_SAL: Percentage of employees,2018,14.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2000,22.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2001,21.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2002,21.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2003,20.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2004,21.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2005,22.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2006,21.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2007,20.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2008,20,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2009,20,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2010,19.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2011,19.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2012,18.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2013,18.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2014,18.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2015,17.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2016,17.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2017,16.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2018,16.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NLD: Netherlands,TUD: Trade union density,PT_SAL: Percentage of employees,2019,15.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2000,12.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2001,12.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2002,11.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2003,11.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2004,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2005,10.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2006,9.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2007,8.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2008,7.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2009,7.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2010,7.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2011,7.0999999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2012,6.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2013,6.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2014,6.9000001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2015,8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2016,8.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2017,8.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2018,9.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),TUR: Türkiye,TUD: Trade union density,PT_SAL: Percentage of employees,2019,9.8999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2000,22.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2001,22.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2002,21.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2003,21.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2004,21.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2005,22.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2006,21.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2007,20.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2008,21.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2009,21.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2010,21.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2011,20.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2012,20.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2013,19.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2014,18.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2015,17.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2016,17.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2017,17.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NZL: New Zealand,TUD: Trade union density,PT_SAL: Percentage of employees,2018,17.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2002,20.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2003,21.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2004,21.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2006,21.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2008,20.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2009,20.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2010,19.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2011,18.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2015,16.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),PRT: Portugal,TUD: Trade union density,PT_SAL: Percentage of employees,2016,15.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2000,12.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2002,10.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2004,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2005,9.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2006,9.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2008,9.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2009,9.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2010,9.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2011,9.1000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2012,9.1000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2013,9.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2014,9.6000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2015,9.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2016,9.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),COL: Colombia,TUD: Trade union density,PT_SAL: Percentage of employees,2017,9.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2000,23.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2001,22.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2002,22.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2003,22.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2004,22.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2005,23.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2006,17.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2007,16.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2008,15.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2009,15.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2010,17.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2011,17.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2012,16.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2014,16.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2016,14.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),POL: Poland,TUD: Trade union density,PT_SAL: Percentage of employees,2017,13.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2000,53.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2001,52.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2002,52.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2003,51.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2004,51.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2005,51.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2006,51.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2007,50.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2008,49.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2009,50.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2010,50.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2011,49.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2012,49.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2013,49.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2014,50.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2015,49.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2016,50,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2017,50,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2018,49.900002,,,1: One
